tournament_year,match_date,home_team,away_team,decision_type,beneficiary_team,against_team,description,source_url,resolution_source
2026,2026-06-21,Ecuador,Curaçao,no_overturn,,,55': 'Other Decision Cancelled'; match finished 0-0 and ESPN's match report (on Room's record 15 saves) records no VAR incident; subject of review unknown - no overturn occurred (feed artifact).,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760446,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760446
2026,2026-06-21,Ecuador,Curaçao,no_overturn,,,"81': 'Other Decision Cancelled'; as with the 55' entry, no decision change in the feed and no VAR incident in ESPN's match report; subject of review unknown - no overturn occurred (feed artifact).",https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760446,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760446
2026,2026-06-21,Uruguay,Cape Verde,no_overturn,,,90'+3': 'Other Decision Cancelled' logged immediately after Diney Borges's (Cabo Verde) yellow card and a Uruguay fast-break chance - possibly a card or offside/goal check (unverified). Press reports Uruguay had a stoppage-time 'third goal' disallowed for offside with the on-field call standing; Borges's card stayed yellow and no goal was given - no overturn occurred (feed artifact).,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760450,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760450 ; https://www.vavel.com/en-us/soccer/2026/06/20/1264006-uruguay-vs-cape-verde-live-score-2026-fifa-world-cup.html
2026,2026-06-22,New Zealand,Egypt,no_overturn,,,21': 'Other Decision Cancelled' logged after a Mostafa Zico header missed following a corner (21'). No decision change in the feed; subject of review unknown - no overturn occurred (feed artifact).,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760452,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760452
2026,2026-06-22,France,Iraq,no_overturn,,,28': 'Other Decision Cancelled' logged after two Iraq attempts (27'). No decision change in the feed and no VAR incident in ESPN's match report; subject of review unknown - no overturn occurred (feed artifact).,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760457,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760457
2026,2026-06-24,Colombia,DR Congo,no_overturn,,,45'+5': 'Other Decision Cancelled' logged immediately after 'Handball by Yoane Wissa (Congo DR)' (45'+4') - possibly a penalty-area handball check that ended with no penalty (unverified); the half ended 0-0 seconds later. No decision change in the feed; no overturn occurred (feed artifact).,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760459,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760459
2026,2026-06-24,Bosnia and Herzegovina,Qatar,no_overturn,Bosnia and Herzegovina,Qatar,"28': 'Other Decision Cancelled' logged immediately before Alajbegovic's 29' opening goal. A live match report confirms the goal was checked and confirmed by VAR ('After a short suspension due to a VAR auto check, it has been established as a goal by all regular means'). Review confirmed the on-field goal decision - no overturn; the confirmed decision favoured Bosnia and Herzegovina.",https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760462,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760462 ; https://sundayguardianlive.com/sports/bosnia-herzegovina-vs-qatar-live-kerim-alajbegovic-striking-goal-put-bosnia-ahead-in-group-b-survival-thriller-fifa-world-cup-2026-213160/
2026,2026-06-24,Morocco,Haiti,no_overturn,,,"57': 'Other Decision Cancelled' logged immediately after 'Offside, Morocco. Ayoub El Kaabi is caught offside' (56') - most likely an offside check that confirmed the flag (unverified). No decision change in the feed; no overturn occurred (feed artifact).",https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760464,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760464
2026,2026-06-26,Senegal,Iraq,no_overturn,,,"87': 'Other Decision Cancelled' with Senegal 5-0 up; no decision change in the feed, and the match's only recorded VAR intervention is the 12' Sulaka card upgrade (separate row); subject of review unknown - no overturn occurred (feed artifact).",https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760474,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760474
2026,2026-06-27,Cape Verde,Saudi Arabia,no_overturn,,,39': 'Other Decision Cancelled' logged after a Joao Paulo header missed following a corner (39'). Match finished 0-0 with no VAR incident in ESPN's match report; subject of review unknown - no overturn occurred (feed artifact).,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760478,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760478
2026,2026-06-27,Cape Verde,Saudi Arabia,no_overturn,,,88': 'Other Decision Cancelled' logged after an offside against Garry Rodrigues (86'). Match finished 0-0; no decision change in the feed; subject of review unknown - no overturn occurred (feed artifact).,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760478,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760478
2026,2026-06-27,Colombia,Portugal,no_overturn,,,"31': 'Other Decision Cancelled'; no decision change in the feed. ESPN's VAR tracker column covers this match but its only incident is the late Davinson Sanchez goal ruled offside (on-field flag confirmed by semi-automated offside - a separate, non-overturn incident); subject of the 31' review unknown - no overturn occurred (feed artifact).",https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760481,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760481 ; http://web.archive.org/web/20260716210709/https://www.espn.co.uk/football/story/_/id/49027532/world-cup-2026-var-review-red-card-penalty-handball-goal-line-technology
2026,2026-06-28,South Africa,Canada,no_overturn,,,15': 'Other Decision Cancelled'; no decision change in the feed. ESPN's VAR tracker column covers this match but its only talking point is the waved-away Laryea penalty appeal in first-half stoppage time (no on-field review - a separate incident); subject of review unknown - no overturn occurred (feed artifact).,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760486,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760486 ; http://web.archive.org/web/20260716210709/https://www.espn.co.uk/football/story/_/id/49027532/world-cup-2026-var-review-red-card-penalty-handball-goal-line-technology
2026,2026-06-28,South Africa,Canada,no_overturn,,,"37': 'Other Decision Cancelled'; as with the 15' entry, no decision change in the feed and not covered by ESPN's tracker column; subject of review unknown - no overturn occurred (feed artifact).",https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760486,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760486 ; http://web.archive.org/web/20260716210709/https://www.espn.co.uk/football/story/_/id/49027532/world-cup-2026-var-review-red-card-penalty-handball-goal-line-technology
2026,2026-07-02,Spain,Austria,no_overturn,,,"R32, 9': 'Other Decision Cancelled' logged after a Spain corner and Laporte header (8'). Separate from Cucurella's 29' disallowed goal, which ESPN's match report attributes to an on-field foul call (no VAR entry in the feed at 29'). No decision change at 9'; subject of review unknown - no overturn occurred (feed artifact).",https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760497,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760497
2026,2026-07-07,United States,Belgium,no_overturn,,,"R16, 45'+1': 'Other Decision Cancelled' logged after two USA attempts (45'); the half ended USA 1-2 Belgium with no decision change in the feed; subject of review unknown - no overturn occurred (feed artifact).",https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760507,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760507
2026,2026-07-07,Argentina,Egypt,no_overturn,,,"R16, 32': 'Other Decision Cancelled' logged immediately after Messi's 31' free kick hit the post - possibly a goal-line or other check on that sequence (unverified); no goal was given. ESPN's VAR tracker column covers this match (Zico disallowed goal, two late penalty-area checks) with nothing at 32'; no overturn occurred (feed artifact).",https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760509,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760509 ; http://web.archive.org/web/20260716210709/https://www.espn.co.uk/football/story/_/id/49027532/world-cup-2026-var-review-red-card-penalty-handball-goal-line-technology
2026,2026-07-07,Switzerland,Colombia,no_overturn,,,"R16, 40': 'Other Decision Cancelled'; match finished 0-0 after extra time with no decision change in the feed and no VAR incident in ESPN's match report; subject of review unknown - no overturn occurred (feed artifact).",https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760508,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760508
2026,2026-07-14,France,Spain,no_overturn,,,"SF, 83': 'Other Decision Cancelled' with Spain 2-0 up; no decision change in the feed. The match's only reported VAR moment was the first-half check that confirmed Spain's 20' penalty (Digne on Yamal); press coverage records no second-half review; subject of review unknown - no overturn occurred (feed artifact).",https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760514,https://site.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760514 ; https://sports.yahoo.com/articles/frances-defeat-spain-sparks-huge-164817683.html
